record,name,cpf,address,birthday,Gluconise,H2B4,H356,HB_A56,Adrino_posina,Gamma_R,Nitro_K,H278,Positron_L,Plate,Factor_risk,norm_gamma_type,Blood_type,Blood_Rh,Low_Risk,Medium_Risk,High_Risk
17137,Dr. Thomas Araújo,6182537426,"Parque Fernandes, 930
Vila Suzana Segunda Seção
74262982 Farias de da Conceição / TO",2013-06-03,946.4223840747968,86.6055960186992,236.6055960186992,111.24345363663241,Uncovered,2,2.686125285283083,1883.7528528308294,24.36125285283083,CS,3,0,AB,+,False,True,True
26103,Amanda Lima,39610728502,"Lago de da Cunha, 74
Vila Novo São Lucas
15051-845 Almeida / PE",2009-08-01,1106.071093347637,126.5177733369093,276.5177733369093,111.24345363663241,,4,4.604902977860526,21071.529778605254,43.54902977860526,X,7,1,,+,False,True,True
44510,Dra. Maria Sophia Novaes,9862471549,"Condomínio Ana Carolina Alves, 290
Santa Monica
85904-288 Oliveira / MA",2002-01-31,861.6678496549382,65.41696241373455,215.41696241373455,111.24345363663241,Clinical Done,7,2.6035253493095407,1057.7534930954075,23.535253493095407,CS,3,1,O,+,False,True,True
51040,Bárbara da Cunha,98647350200,"Sítio Laura da Cruz
Coração Eucarístico
16723-270 Fogaça / RS",2004-04-01,920.6492946288046,80.16232365720113,230.16232365720114,129.97381454652967,,4,3.046638699524867,5488.886995248671,27.96638699524867,,5,1,O,-,False,True,False
33878,Daniela Alves,20531768490,"Conjunto Nunes, 938
Vila Madre Gertrudes 2ª Seção
20390156 da Mata / RN",2000-04-11,862.5654599760801,65.64136499402002,215.64136499402002,98.73036090989726,Covered,6,5.667458879200206,31697.088792002058,54.174588792002055,A,8,0,O,+,True,False,False
99335,Marcelo Vieira,39285406700,"Travessa de Barbosa, 81
Providencia
79755-132 da Costa Verde / RO",2015-11-02,830.958871700256,57.73971792506402,207.739717925064,129.97381454652967,Clinical Done,5,3.2617800132393984,7640.3001323939825,30.11780013239398,X,5,0,O,+,False,True,False
37183,João Silva,27065918386,"Aeroporto de Souza, 7
Sion
41535-076 Lopes de Santos / SP",2006-06-17,865.7507738326362,66.43769345815905,216.43769345815906,98.73036090989726,Capsuled,9,3.6772565948999087,11795.065948999085,34.27256594899909,CS,6,0,A,+,True,False,False
3606,Dr. Lorenzo Fogaça,79052134804,"Vale Moraes, 6
Vila Pinho
26834-096 Fernandes da Serra / RR",2005-05-13,997.4670802162198,99.36677005405494,249.36677005405494,98.73036090989726,Clinical Done,6,2.879089470169686,3813.3947016968573,26.290894701696857,DD,4,1,AB,+,True,False,False
68097,Maria Clara Almeida,53490216806,"Área de Dias, 843
São Luiz
05273006 Nogueira / PA",2015-10-06,776.5379302729444,44.13448256823611,194.1344825682361,98.73036090989726,,2,3.6599588780254493,11622.088780254495,34.09958878025449,X,6,0,,-,True,False,False
61756,Valentina Silva,2613758490,"Viaduto de Lopes, 50
Leonina
25552-432 Dias / PR",2005-12-17,1046.8831395634184,111.7207848908546,261.7207848908546,98.73036090989726,Covered,3,4.2995437194267625,18017.937194267623,40.49543719426762,B,7,0,,+,True,False,False
63697,Luiz Henrique da Rocha,51674923007,"Quadra de Freitas
Outro
83896-979 Cunha de Ferreira / GO",2003-06-13,1331.9604354219741,182.99010885549353,332.99010885549353,98.73036090989726,Uncovered,5,2.5184575751755656,207.07575175565603,22.684575751755656,B,2,0,B,+,True,False,False
95496,Ana Carolina Rocha,37094261896,"Esplanada Gomes, 5
Céu Azul
29913-028 Novaes Grande / AP",2013-12-30,1148.408832115467,137.10220802886678,287.10220802886676,129.97381454652967,Uncovered,9,3.886871787578335,13891.21787578335,36.36871787578335,B,6,0,B,+,False,True,False
58072,Sr. Luiz Fernando Oliveira,28905643124,"Estrada Moraes
Vila Boa Vista
02032-331 da Paz / PB",2016-06-14,961.632889527677,90.40822238191926,240.40822238191924,98.73036090989726,,6,6.997310796701768,44995.607967017684,67.47310796701768,B,8,1,,+,True,False,False
97933,Isabella Peixoto,63927158003,"Quadra da Luz
Jardim América
91751776 Martins / SP",2006-09-02,822.4742071830327,55.61855179575819,205.61855179575818,111.24345363663241,Capsuled,6,3.8789837662758,13812.337662758002,36.289837662758,CS,6,1,B,+,False,True,True
39539,Sr. Luiz Otávio Viana,49385127691,"Recanto da Cruz, 76
Jardim Do Vale
25987-385 da Costa de Teixeira / MS",2009-03-07,850.5683412498324,62.64208531245812,212.6420853124581,111.24345363663241,Capsuled,11,2.8291209128273356,3313.709128273357,25.79120912827336,B,4,0,O,+,False,True,True
431,Valentina Melo,46172598309,"Fazenda de Ramos, 28
Cruzeiro
05353-987 Ferreira / RS",2022-04-21,1338.4909202055494,184.62273005138735,334.62273005138735,98.73036090989726,Capsuled,7,4.057221854068784,15594.718540687843,38.07221854068784,CS,6,1,,+,True,False,False
36842,Maria Vitória Araújo,32048967140,"Conjunto da Rosa, 86
João Pinheiro
79301-398 da Cruz da Serra / RR",2000-08-26,1010.1615509552058,102.54038773880144,252.54038773880146,111.24345363663241,Clinical Done,6,2.6089514069506987,1112.0140695069858,23.589514069506986,X,3,0,B,+,False,True,True
82462,Pedro Miguel da Luz,21574089676,"Distrito João Felipe Costela, 756
Saudade
18736-217 Monteiro / DF",2016-01-22,872.6008706861294,68.15021767153233,218.15021767153235,98.73036090989726,Clinical Done,8,3.0940143639429265,5962.643639429266,28.440143639429266,CS,5,0,AB,+,True,False,False
74823,Maria Luiza da Mata,12305467907,"Morro Beatriz Gomes
Pousada Santo Antonio
33888-177 Ribeiro / RO",2002-01-01,1038.1830969334933,109.5457742333733,259.5457742333733,98.73036090989726,Covered,8,4.892460601437968,23947.106014379682,46.42460601437968,X,7,1,B,+,True,False,False
99782,Marcos Vinicius Fernandes,45793261052,"Chácara Sophia Moraes, 82
Pindorama
31325434 Cardoso de Campos / SC",2020-11-11,1420.0510272957686,205.0127568239421,355.01275682394214,98.73036090989726,Capsuled,3,2.847593658734529,3498.4365873452884,25.975936587345288,X,4,1,B,+,True,False,False
16277,Renan Cardoso,15706983410,"Estação de Azevedo, 49
Vila Piratininga Venda Nova
11532-779 Silveira / MA",2007-04-24,1024.0317904963258,106.00794762408145,256.00794762408145,129.97381454652967,Covered,7,2.8393618816477484,3416.1188164774835,25.893618816477485,X,4,0,O,+,False,True,False
60977,Anthony Porto,95284376056,"Praia Novaes
Vila Independencia 2ª Seção
88895-133 Santos do Galho / AP",2006-08-05,1123.4406219414839,130.86015548537097,280.86015548537097,98.73036090989726,Covered,5,2.6392949093880635,1415.449093880637,23.892949093880638,A,3,1,B,+,True,False,False
99641,Vitor Gabriel Freitas,34280951624,"Fazenda Almeida, 3
Coração De Jesus
25545087 Araújo de da Conceição / TO",2009-06-16,1060.0340639911656,115.00851599779138,265.0085159977914,129.97381454652967,Capsuled,4,2.5195569545039147,218.0695450391458,22.695569545039145,,2,1,,+,False,True,False
45571,Gabriel Correia,78360541280,"Parque de da Cruz, 63
Santa Sofia
27300-478 Cardoso / GO",2022-02-09,929.5500307012962,82.38750767532406,232.38750767532406,111.24345363663241,Capsuled,4,3.635801928620185,11380.519286201848,33.85801928620185,CS,6,1,A,+,False,True,True
56260,Carolina Monteiro,24039657152,"Rodovia Lívia da Mata, 629
Teixeira Dias
18757-459 Fernandes do Galho / MG",2018-03-25,771.496360395572,42.87409009889299,192.874090098893,129.97381454652967,Capsuled,6,2.7377853664400114,2400.3536644001124,24.877853664400114,CS,4,0,O,-,False,True,False
76568,Bernardo da Cunha,21879605449,"Passarela da Luz, 49
Candelaria
53983378 Freitas das Flores / CE",2008-05-15,930.1314555174245,82.53286387935613,232.5328638793561,129.97381454652967,Capsuled,4,2.808628810739635,3108.788107396353,25.586288107396353,X,4,0,O,+,False,True,False
34380,Fernando Souza,46709523829,"Distrito de Oliveira, 99
Caiçara - Adelaide
02721570 Oliveira / RN",2020-05-24,958.2211533250444,89.5552883312611,239.5552883312611,129.97381454652967,Clinical Done,9,3.176433946568558,6786.839465685581,29.26433946568558,A,5,0,A,-,False,True,False
85018,Rafael Fogaça,21087965330,"Avenida Carlos Eduardo Monteiro, 6
Vista Alegre
20021-383 Cavalcanti de Monteiro / SE",2020-04-08,1117.3246382364396,129.3311595591099,279.3311595591099,111.24345363663241,Capsuled,5,2.554839094489141,570.8909448914069,23.048390944891405,B,2,1,AB,-,False,True,True
1844,Raquel Gonçalves,58907246149,"Morro de Viana, 20
Cardoso
48088-310 Jesus de da Costa / TO",2000-03-04,1167.796682774901,141.94917069372525,291.94917069372525,98.73036090989726,Capsuled,5,3.353592040056969,8558.42040056969,31.03592040056969,X,5,0,,+,True,False,False
9552,Pietra Martins,40587961201,"Largo de Lopes, 381
Betânia
67531-777 Silva Grande / SP",2002-12-09,1186.2204162607115,146.55510406517786,296.5551040651779,129.97381454652967,Clinical Done,9,2.6586775815261703,1609.2758152617037,24.086775815261703,DD,3,1,O,-,False,True,False
35437,Lorena Correia,82697053140,"Travessa Alves
Minas Brasil
07707-907 Lopes / MS",2017-12-26,1057.1174650508517,114.27936626271294,264.2793662627129,111.24345363663241,Clinical Done,3,3.3899057397352506,8921.557397352506,31.399057397352507,CS,5,0,AB,+,False,True,True
95091,Henrique Nogueira,65702918401,"Feira de Fogaça, 1
Cdi Jatoba
34778-556 Nascimento de Fogaça / GO",2010-08-10,1177.0282328541457,144.2570582135364,294.2570582135364,111.24345363663241,Covered,2,3.7031676619431755,12054.176619431753,34.53167661943175,,6,1,O,-,False,True,True
95529,Dr. Diogo Ferreira,80396714269,"Quadra de Porto, 46
Beira Linha
83898-187 Moraes Paulista / RJ",2016-09-12,849.1204118006694,62.28010295016736,212.28010295016736,129.97381454652967,Covered,8,2.6079576952194437,1102.0769521944358,23.579576952194437,CS,3,1,B,+,False,True,False
28114,Fernando Silva,4176958375,"Ladeira Nina Castro, 8
Canaa
01142124 Pires / AM",2011-05-05,1250.5736310466575,162.64340776166438,312.6434077616644,98.73036090989726,Capsuled,4,3.034531036323798,5367.810363237981,27.84531036323798,B,5,0,A,+,True,False,False
15,Otávio Pinto,62378415982,"Largo Maria Correia, 821
Vila Da Paz
54061-618 Farias do Sul / SP",2006-10-20,1102.5859640836018,125.64649102090044,275.64649102090044,129.97381454652967,Capsuled,4,3.685478737814725,11877.287378147252,34.35478737814725,X,6,0,AB,+,False,True,False
93248,Enzo Gabriel Aragão,18507326471,"Núcleo de Campos, 560
Castanheira
99258049 Fogaça / AP",2002-09-11,940.3814329794569,85.09535824486422,235.09535824486423,98.73036090989726,Covered,8,3.034741456902779,5369.914569027788,27.84741456902779,X,5,1,,+,True,False,False
12313,Bianca Azevedo,34065289106,"Rua de Moraes, 433
Xodo-Marize
86161-350 Ferreira / ES",2007-01-04,1097.7036293074993,124.42590732687485,274.42590732687484,111.24345363663241,Covered,5,2.551244305004484,534.9430500448381,23.012443050044837,X,2,1,,+,False,True,True
77167,Srta. Lavínia Santos,14796802576,"Favela Esther Moraes, 93
Mariquinhas
59993-544 da Conceição / RN",2013-12-07,984.8856573957888,96.2214143489472,246.2214143489472,129.97381454652967,Clinical Done,6,3.26764748856226,7698.974885622601,30.1764748856226,CS,5,1,O,-,False,True,False
13783,Lara Viana,97045368100,"Ladeira Sales, 39
Coração De Jesus
17428-742 Moraes do Campo / AM",2021-09-05,1226.3258774902854,156.58146937257135,306.58146937257135,98.73036090989726,Capsuled,5,3.590033130769169,10922.83130769169,33.40033130769169,X,6,1,B,+,True,False,False
75655,Pedro Lucas Silveira,42071639561,"Ladeira Gabrielly Pereira, 5
Senhor Dos Passos
84652133 Ferreira / CE",2010-11-08,1303.9633632844398,175.99084082110994,325.99084082110994,129.97381454652967,Clinical Done,1,3.223377779246314,7256.27779246314,29.73377779246314,DD,5,1,B,-,False,True,False
66842,Clarice Souza,86079251302,"Esplanada André da Rosa, 330
Vila Das Oliveiras
96338132 da Paz / SE",2005-11-10,1437.1150813066324,209.27877032665808,359.2787703266581,98.73036090989726,Uncovered,2,5.3930810325030745,28953.31032503074,51.43081032503074,DD,7,0,AB,+,True,False,False
75368,Alice Novaes,7946853157,"Vila da Cunha, 2
Flavio De Oliveira
75321-632 da Paz / TO",2010-10-26,720.7007329023725,30.175183225593116,180.17518322559312,98.73036090989726,Clinical Done,8,3.3832308822100634,8854.808822100633,31.332308822100632,DD,5,1,AB,+,True,False,False
1046,Maria Julia Martins,6384129515,"Estrada Campos, 496
Antonio Ribeiro De Abreu 1ª Seção
28034-985 Porto das Flores / AM",2015-06-15,711.1772389140822,27.79430972852053,177.79430972852055,129.97381454652967,Covered,3,4.837196364956945,23394.463649569458,45.87196364956945,DD,7,1,O,+,False,True,False
48835,Marina Pereira,28741563964,"Ladeira de Barros
São Francisco
80048614 Barbosa / AC",2013-10-08,899.1068274107098,74.77670685267744,224.77670685267745,129.97381454652967,Capsuled,1,2.647890801980594,1501.4080198059362,23.978908019805935,B,3,0,A,-,False,True,False
19431,Vicente Jesus,70418293597,"Pátio Luiza Campos, 208
Fazendinha
68500898 Pereira de Costela / SE",2009-08-28,1032.0074138895661,108.00185347239153,258.00185347239153,111.24345363663241,,1,2.6499817868756232,1522.317868756233,23.99981786875623,X,3,1,O,-,False,True,True
83070,Enrico Barros,57316920416,"Chácara de das Neves, 91
Vila Maria
64230015 da Rocha / AP",2004-07-20,1175.233784223245,143.80844605581126,293.80844605581126,129.97381454652967,Covered,6,4.14709455068002,16493.445506800203,38.970945506800206,B,6,0,A,+,False,True,False
60797,Breno Cardoso,36078514920,"Chácara de Castro, 6
Mariano De Abreu
24298163 Gomes Grande / RJ",2008-07-04,1063.126989448321,115.78174736208027,265.78174736208024,129.97381454652967,Covered,8,3.006961162068638,5092.111620686383,27.56961162068638,DD,5,1,,-,False,True,False
82075,Heitor da Cruz,98712465364,"Viaduto de Moraes, 56
Guaratã
45521298 Costela do Campo / PA",2006-02-03,595.5597568351993,-1.110060791200155,148.88993920879983,98.73036090989726,,3,2.6807478322885223,1829.9783228852243,24.307478322885224,DD,3,1,B,+,True,False,False
80805,Maria Fernanda Fernandes,56780493139,"Conjunto Maria Sophia da Paz, 59
Alto Dos Pinheiros
27564-658 Fogaça da Mata / MA",2006-08-21,938.7591974743257,84.6897993685814,234.68979936858142,98.73036090989726,Clinical Done,7,5.124287074415578,26265.37074415579,48.74287074415579,B,7,0,AB,+,True,False,False
20793,André Azevedo,26184059351,"Alameda de Pereira
Santa Branca
42275123 Ferreira de Pereira / RO",2015-11-05,1165.5949285214492,141.3987321303623,291.3987321303623,129.97381454652967,Capsuled,3,2.9273516707005665,4296.016707005664,26.773516707005665,B,4,0,O,+,False,True,False
10835,Clara Ramos,24935086700,"Praça de Cavalcanti, 48
Jardim Alvorada
22390-851 da Mata Alegre / SE",2000-02-01,1046.0189470728767,111.50473676821917,261.5047367682192,98.73036090989726,Uncovered,4,3.8895480612104016,13917.980612104015,36.395480612104016,,6,1,AB,+,True,False,False
93350,Yago Silva,60124795811,"Passarela da Luz, 83
Etelvina Carneiro
42539898 Pinto / PR",2006-12-08,1152.4022360624049,138.10055901560122,288.1005590156012,98.73036090989726,Clinical Done,6,3.7946198198855194,12968.698198855194,35.44619819885519,DD,6,1,B,+,True,False,False
82568,João Miguel da Paz,37582940105,"Praça Silveira, 250
Nossa Senhora Da Aparecida
87934909 da Cruz do Amparo / RS",2016-03-12,955.5343714779282,88.88359286948204,238.88359286948204,98.73036090989726,Uncovered,6,4.648200936474391,21504.509364743903,43.9820093647439,B,7,1,,+,True,False,False
75040,Sr. Emanuel Pinto,95260431898,"Praia Ferreira, 942
Barão Homem De Melo 1ª Seção
55002-058 Azevedo de Goiás / AM",2009-11-14,959.8483862140005,89.96209655350013,239.96209655350012,98.73036090989726,Capsuled,6,3.4772947256344877,9795.447256344878,32.27294725634488,DD,6,0,O,+,True,False,False
56738,Caroline Sales,1837642931,"Feira Benjamin Costa, 27
Granja Werneck
42971610 Rezende da Serra / DF",2004-01-05,1037.312278197657,109.32806954941421,259.32806954941424,98.73036090989726,,5,3.8900712205921737,13923.21220592174,36.400712205921735,X,6,0,O,+,True,False,False
44810,Raul Nogueira,74219385088,"Feira Freitas, 32
Vila Antena Montanhês
15903-609 Azevedo / AM",2011-04-28,1082.0103294416513,120.50258236041282,270.5025823604128,129.97381454652967,,4,2.929089492248695,4313.394922486949,26.79089492248695,,4,1,O,+,False,True,False
34447,Luiz Fernando Sales,26019734803,"Campo Elisa Santos, 214
Santa Cecilia
88204842 Campos / MS",2021-11-16,1039.659944025354,109.9149860063385,259.9149860063385,98.73036090989726,Clinical Done,5,2.8146119713138917,3168.6197131389167,25.646119713138916,DD,4,1,A,+,True,False,False
76527,Igor Nunes,78906213530,"Campo de Duarte, 14
Conjunto São Francisco De Assis
20345-531 Cavalcanti de Cavalcanti / RS",2009-09-16,1023.8017291614917,105.95043229037294,255.95043229037293,98.73036090989726,Covered,7,4.762270922076614,22645.20922076614,45.12270922076614,DD,7,1,B,-,True,False,False
89881,Anthony da Cruz,32409567800,"Passarela Luiz Henrique Sales, 89
São Bernardo
26623628 Cunha / PB",2002-11-27,865.8675427421939,66.46688568554848,216.46688568554848,129.97381454652967,Clinical Done,4,3.0587757231634267,5610.257231634269,28.08775723163427,DD,5,0,B,+,False,True,False
69575,Igor Cunha,34082619542,"Avenida Aragão, 56
Conjunto Floramar
61136-562 Carvalho da Praia / CE",2018-05-31,1075.5127572641838,118.87818931604598,268.87818931604596,98.73036090989726,Clinical Done,6,5.847847547132657,33500.97547132657,55.978475471326576,DD,8,0,O,-,True,False,False
243,Dr. Enrico Fogaça,91742830650,"Estação Nathan Martins, 89
Belmonte
66737880 Pereira dos Dourados / PB",2003-01-22,1024.3642541982874,106.09106354957184,256.09106354957186,111.24345363663241,Covered,5,3.5889832900854817,10912.332900854819,33.38983290085482,DD,6,0,O,+,False,True,True
99676,Ana Luiza Nascimento,90874615348,"Chácara Duarte, 60
Vila Betânia
69542115 Gonçalves / CE",2002-02-01,1225.896781582384,156.47419539559598,306.474195395596,98.73036090989726,,2,3.4720564341878024,9743.064341878024,32.220564341878024,A,5,0,A,-,True,False,False
47690,Isabel Teixeira,39807145279,"Área Luiza Fogaça, 70
São Salvador
29585159 da Conceição / SC",2015-08-07,1239.7835759803015,159.94589399507535,309.9458939950754,98.73036090989726,Clinical Done,6,2.621880638950344,1241.3063895034395,23.71880638950344,B,3,1,B,+,True,False,False
99518,Stella Teixeira,53129680721,"Vila Davi Lucas Barbosa, 67
Alto Caiçaras
81925860 Almeida / AM",2021-04-28,1037.0312834967888,109.2578208741972,259.2578208741972,98.73036090989726,,5,5.4855692664481435,29878.192664481438,52.35569266448144,,8,1,A,-,True,False,False
89390,Bernardo Barbosa,14638720978,"Rua Novaes, 60
Serra Verde
73776-190 Rodrigues / MS",2022-05-17,924.9430099819772,81.2357524954943,231.2357524954943,98.73036090989726,Clinical Done,2,3.0976772562062616,5999.272562062613,28.476772562062614,B,5,0,O,+,True,False,False
38616,Daniel da Cunha,75461203817,"Viela Igor Peixoto, 7
Cônego Pinheiro 2ª Seção
65981-186 Barros de Minas / GO",2021-02-02,872.2539185091555,68.06347962728888,218.06347962728887,129.97381454652967,Clinical Done,5,3.3636736482517784,8659.236482517783,31.136736482517783,DD,5,1,A,+,False,True,False
5271,Luiz Otávio da Rosa,28376954083,"Trevo Caldeira, 4
Piraja
41253814 Rodrigues do Campo / BA",2012-12-02,1084.6988708128226,121.17471770320564,271.17471770320566,98.73036090989726,,9,3.0244797565479637,5267.297565479637,27.744797565479637,X,5,1,A,+,True,False,False
