record,name,cpf,address,birthday,Gluconise,H2B4,H356,HB_A56,Adrino_posina,Gamma_R,Nitro_K,H278,Positron_L,Plate,Factor_risk,norm_gamma_type,Blood_type,Blood_Rh,Low_Risk,Medium_Risk,High_Risk
4718,Raquel Melo,13589264098,"Largo de Farias, 420
Vila Maloca
58948864 Silveira / AL",2015-12-10,751.1753,37.79,187.79,112.89,,4,4.83,23335.86,45.8134,DD,7,1,O,+,False,True,True
30305,Emilly Santos,92407653106,"Campo Emanuelly da Mata, 77
Vila Batik
68692331 Carvalho de Farias / DF",2002-08-01,874.7166,68.68,218.68,103.66,,2,4.37,18714.36,41.1919,A,7,0,B,+,True,False,False
72093,Arthur Lima,36019782530,"Parque de das Neves, 34
Renascença
16793-565 Cavalcanti / SE",2015-02-12,839.2468,59.81,209.81,103.66,Covered,5,2.97,4770.56,27.2481,B,5,0,O,-,True,False,False
97432,Breno Cavalcanti,96375401216,"Avenida Barbosa
Jardim Atlântico
55119034 Novaes / MT",2022-08-10,516.1834,-20.95,129.05,103.66,Uncovered,4,2.6,990.0,23.4675,X,3,1,AB,+,True,False,False
47611,Maria Alice Azevedo,86703495238,"Via Moraes, 7
Vila De Sá
50110789 Freitas da Mata / MG",2004-03-31,815.2416,53.81,203.81,103.66,,3,3.56,10618.65,33.0962,A,6,0,A,+,True,False,False
76295,Juan Gonçalves,7581469220,"Condomínio de Martins, 902
Santa Margarida
25150958 Rodrigues Verde / BA",2018-07-24,795.2248,48.81,198.81,103.66,,2,3.32,8183.35,30.6609,DD,5,0,AB,+,True,False,False
31736,Emanuella da Costa,64813259782,"Recanto Ana Vitória Nascimento, 14
Bela Vitoria
51600-064 Jesus / GO",2005-07-24,1224.7956,156.2,306.2,103.66,Uncovered,5,2.95,4509.85,26.9874,A,4,0,A,+,True,False,False
76971,Srta. Heloísa Lopes,7563921877,"Lagoa de Lopes, 81
Comiteco
78928-973 Nunes / PI",2019-06-22,973.6172,93.4,243.4,103.66,Capsuled,4,2.75,2572.13,25.0496,DD,4,0,AB,+,True,False,False
7713,Sr. João Miguel Nascimento,35826740108,"Vila Ana Porto
São Lucas
30703658 Barbosa Alegre / MA",2005-11-30,675.3429,18.84,,112.89,Clinical Done,5,3.02,5240.02,27.7175,B,5,0,A,+,False,True,True
22907,Manuela Nogueira,75902486300,"Esplanada Davi Lucca Dias, 97
Indaiá
28961-178 Pinto do Amparo / SC",2010-12-18,1129.3351,132.33,282.33,112.89,Uncovered,4,3.13,6351.31,28.8288,B,5,1,O,-,False,True,True
46415,Maria Vitória Cavalcanti,45963870100,"Praça João da Cunha
Guaratã
20243108 Costela dos Dourados / AC",2013-04-27,928.7458,82.19,,103.66,Clinical Done,0,2.81,3159.14,25.6366,,4,1,O,-,True,False,False
20656,Lívia Fogaça,1526479885,"Alameda de Gonçalves, 55
Mangabeiras
07824269 Lopes / MA",2022-04-10,651.3718,12.84,162.84,103.66,Uncovered,3,2.85,3472.69,25.9502,DD,4,0,O,+,True,False,False
72724,Maysa Duarte,54718360900,"Condomínio de da Luz
Jardim América
17900-127 Duarte da Serra / SC",2009-01-22,880.6701,70.17,220.17,112.89,Covered,9,3.11,6141.61,28.6191,X,5,0,O,+,False,True,True
15198,Leandro Ferreira,28760549300,"Campo de Pereira, 9
Leonina
50796-699 da Rosa Grande / AL",2018-12-04,882.2811,70.57,220.57,136.55,Capsuled,7,4.47,19721.84,42.1993,DD,7,0,O,+,False,True,False
5525,Fernanda Vieira,30257891668,"Viaduto Moura, 81
Tupi A
62977839 Ribeiro / DF",2009-10-20,825.2235,56.31,206.31,136.55,Capsuled,6,3.38,8847.5,31.325,X,5,1,AB,+,False,True,False
33151,Sr. Yuri Peixoto,62578103453,"Lago Oliveira, 66
Venda Nova
31672500 Viana / SE",2016-11-18,1005.9428,101.49,251.49,103.66,Covered,6,2.83,3356.1,25.8336,DD,4,1,A,+,True,False,False
54990,Gabrielly Aragão,36149825728,"Esplanada de Porto, 4
Alta Tensão 1ª Seção
23119578 Melo / RJ",2002-03-03,550.3484,-12.41,137.59,136.55,Covered,9,2.83,3279.49,25.757,X,4,0,,+,False,True,False
65012,Mariana Cunha,48703956229,"Pátio Erick Jesus, 818
Madre Gertrudes
13807515 Fernandes de Almeida / PA",2018-12-06,946.4476,86.61,236.61,112.89,Capsuled,4,3.11,6085.26,28.5628,CS,5,0,AB,+,False,True,True
54812,Pedro Miguel Melo,90817452397,"Largo de Azevedo
Nossa Senhora Da Aparecida
45135-281 Duarte / RJ",2000-04-05,1202.6367,150.66,300.66,112.89,Covered,7,2.73,2321.79,24.7993,A,4,1,O,+,False,True,True
73591,Isabella Moraes,71395840601,"Chácara de Castro
Vila Batik
16167117 Ribeiro / RO",2006-05-25,1170.5596,142.64,292.64,136.55,,7,2.72,2271.18,24.7487,DD,4,1,AB,+,False,True,False
87606,Rafaela Freitas,40531972607,"Rodovia de Fernandes
Conjunto Minas Caixa
12914354 Farias do Oeste / DF",2016-01-11,1221.6375,155.41,305.41,103.66,Uncovered,2,,7238.69,29.7162,B,5,1,AB,+,True,False,False
82944,Sra. Alexia Caldeira,63948720169,"Núcleo Isabel da Paz, 2
Novo Ouro Preto
12568-840 Silveira de Campos / AC",2000-10-02,1223.8781,155.97,305.97,136.55,Clinical Done,0,2.59,935.21,23.4127,CS,3,0,AB,-,False,True,False
8896,Alexia Moura,60792145801,"Condomínio de Cardoso, 39
Vila Mangueiras
90394115 Caldeira / MT",2016-03-09,1297.5086,174.38,324.38,136.55,,5,3.16,6630.96,29.1085,DD,5,1,AB,+,False,True,False
74002,Pedro Lucas Ramos,40279386150,"Via de Ramos, 5
Granja De Freitas
06041-623 Duarte / PR",2019-06-03,776.3399,44.08,194.08,136.55,Covered,8,2.95,4519.43,26.9969,X,4,1,AB,+,False,True,False
17780,Nicolas Lopes,59830764265,"Rua Lima, 5
Vila Dos Anjos
27226-956 Pires da Serra / PB",2009-02-26,1169.1667,142.29,292.29,103.66,Clinical Done,4,3.73,12321.79,34.7993,X,6,1,O,+,True,False,False
14271,João Guilherme da Mata,46289573128,"Distrito Clara Lopes
Funcionários
46007241 Nascimento da Prata / MG",2009-03-21,627.8221,6.96,156.96,103.66,Uncovered,5,3.87,13756.13,36.2336,DD,6,0,AB,+,True,False,False
81573,Dr. Noah Ferreira,68729054176,"Estação Thiago Azevedo, 43
Monsenhor Messias
64919505 Aragão de Caldeira / MS",2012-07-05,879.423,69.86,219.86,112.89,Covered,3,3.67,11769.65,34.2471,DD,6,1,A,+,False,True,True
96184,Yuri Nascimento,69284735092,"Praia João Vitor Martins, 30
Vila São Rafael
71845-290 Caldeira / DF",2011-08-13,617.1056,4.28,154.28,103.66,Uncovered,4,3.67,11707.93,34.1854,,6,1,O,+,True,False,False
42749,Vitor Araújo,2734916878,"Residencial Nunes
Vila Canto Do Sabiá
48220-917 da Rocha / SP",2013-05-02,1209.6295,152.41,302.41,103.66,Uncovered,4,2.97,4700.16,27.1777,DD,4,0,,+,True,False,False
16046,Nina Costela,52937601812,"Passarela da Costa, 785
Taquaril
42669-875 Carvalho / PI",2020-08-26,1266.7476,166.69,316.69,103.66,Covered,1,3.6,11052.76,33.5303,DD,6,0,,+,True,False,False
98849,Luiz Fernando das Neves,91846725011,"Estação de Teixeira
Vila Pilar
66015-235 Cardoso de Rezende / DF",2010-04-24,960.5171,90.13,240.13,136.55,,8,2.92,4175.36,26.6529,B,4,1,AB,+,False,True,False
67697,Yasmin Fogaça,81729354041,"Alameda da Cruz, 60
Boa União 2ª Seção
67697763 Fernandes / AP",2015-09-30,1354.929,188.73,338.73,103.66,Capsuled,3,3.35,8527.39,31.0049,X,5,0,O,-,True,False,False
76801,Igor da Mata,32619587077,"Ladeira Jesus, 55
Vila Das Oliveiras
36382-652 Costa / RR",2002-05-12,865.0545,66.26,216.26,136.55,Clinical Done,6,2.89,3964.89,26.4424,A,4,0,AB,+,False,True,False
8021,Larissa Castro,72304895638,"Feira João Felipe Fogaça, 35
Vila Primeiro De Maio
09557-768 Santos de Cunha / BA",2006-05-24,1030.1234,107.53,257.53,112.89,Clinical Done,4,3.09,5912.99,28.3905,B,5,0,B,-,False,True,True
30666,Noah Martins,73649028565,"Condomínio Ian Monteiro
São João
70635890 Ramos das Flores / RR",2017-02-20,1030.5891,107.65,,112.89,Uncovered,9,2.56,657.53,23.135,DD,3,1,A,+,False,True,True
81643,Sr. Leonardo da Cunha,12453968700,"Pátio Maria Rodrigues, 5
Minas Brasil
20046-290 Nascimento de Cunha / RJ",2001-11-24,787.1609,46.79,196.79,136.55,Uncovered,3,2.78,2802.13,25.2796,DD,4,1,B,+,False,True,False
40828,Joaquim da Rosa,68273491528,"Núcleo Caroline Oliveira, 75
Jardim Atlântico
29651-470 da Conceição / AP",2015-06-09,1087.5893,121.9,271.9,112.89,Clinical Done,7,6.06,35637.08,58.1146,B,8,0,AB,+,False,True,True
19428,Lavínia Fogaça,40817295658,"Vale Letícia da Mata, 2
Araguaia
22025654 Moura / AP",2005-08-20,1387.7957,196.95,346.95,103.66,Capsuled,10,2.76,2643.74,25.1212,,4,0,AB,+,True,False,False
61027,Yuri Costa,48216073950,"Aeroporto Isaac Nogueira, 76
Petropolis
12908-763 Mendes / MG",2013-12-01,795.0138,48.75,198.75,103.66,Uncovered,3,3.68,11782.11,34.2596,CS,6,0,AB,-,True,False,False
68315,Luiz Miguel da Mota,40175823979,"Campo de Nogueira, 674
Mirtes
53723921 Melo do Sul / PR",2022-03-03,1179.8677,144.97,294.97,136.55,Uncovered,4,3.55,10534.36,33.0119,B,6,0,,-,False,True,False
61328,Sr. Guilherme Mendes,12475389079,"Parque Isis Monteiro, 75
Conjunto Novo Dom Bosco
24799-695 Lopes / PR",2016-04-10,969.0986,92.27,242.27,136.55,Covered,4,3.79,12893.84,35.3713,B,6,0,AB,-,False,True,False
23039,Ana Júlia Monteiro,40231586744,"Esplanada Ana Carolina Mendes, 22
Coqueiros
85375-050 Novaes / SC",2000-03-21,1353.9255,188.48,338.48,136.55,Uncovered,9,3.14,6467.76,28.9453,A,5,1,O,-,False,True,False
43920,Ana Peixoto,97623801422,"Fazenda de Barbosa, 55
Grajaú
53414788 da Cruz de Goiás / PB",2005-06-12,1096.7577,124.19,274.19,112.89,Clinical Done,6,3.41,9102.35,31.5798,B,5,1,B,-,False,True,True
37874,Luiz Henrique Fogaça,21748953664,"Quadra da Rosa, 3
Caiçara - Adelaide
81467138 Lima / TO",2007-05-09,1135.2433,133.81,283.81,112.89,Uncovered,7,2.57,715.67,23.1932,CS,3,0,AB,-,False,True,True
43282,Isabel Peixoto,51834907675,"Aeroporto de Gonçalves, 812
Buritis
30121-477 da Rocha / RO",2004-12-15,1128.6327,132.16,282.16,103.66,Uncovered,4,2.58,775.79,23.2533,CS,3,0,B,+,True,False,False
40779,Kaique Oliveira,61397024887,"Vila João Monteiro, 8
Vila Suzana Segunda Seção
80691-698 Pereira / MA",2015-04-15,1049.8173,112.45,262.45,103.66,Capsuled,5,2.72,2241.14,24.7186,DD,4,1,B,+,True,False,False
41824,Juan da Costa,73158049279,"Esplanada de Cunha, 595
Bonsucesso
03596372 Almeida / RO",2021-09-29,720.8473,30.21,180.21,136.55,Uncovered,7,2.66,1669.61,24.1471,X,3,1,,+,False,True,False
7391,Alexandre Rocha,35469127800,"Rodovia de Costela, 85
Santo Antônio
96084322 Carvalho / AP",2008-07-01,1278.3326,169.58,319.58,136.55,,5,2.61,1077.26,23.5548,CS,3,1,O,-,False,True,False
20621,Maitê Pinto,13987624582,"Rua Caio Costa, 16
Nova America
86064-531 Dias / SE",2008-10-15,725.8662,31.47,181.47,136.55,Capsuled,5,2.64,1407.01,23.8845,B,3,0,B,+,False,True,False
83358,Raquel das Neves,6189472303,"Passarela Viana
Aguas Claras
38932556 Pinto de Minas / DF",2012-07-08,1047.7126,111.93,261.93,103.66,Clinical Done,2,3.31,8080.68,30.5582,DD,5,1,AB,+,True,False,False
79805,Vinicius Ramos,2954176334,"Campo Porto, 70
Flavio De Oliveira
67731568 Carvalho / RJ",2021-07-05,1122.8154,130.7,280.7,112.89,Capsuled,9,2.71,2102.77,24.5803,X,4,0,O,+,False,True,True
31028,Sofia Silveira,98265103433,"Trevo de Dias, 37
Conjunto Bonsucesso
21094-923 Moraes do Sul / PR",2016-01-31,832.4175,58.1,208.1,103.66,Clinical Done,6,5.54,30409.16,52.8867,DD,8,1,AB,+,True,False,False
43505,Marcelo Mendes,87352609474,"Lago Gomes, 636
Vila Madre Gertrudes 1ª Seção
60181007 Sales / MG",2023-03-29,1029.0126,107.25,257.25,103.66,Clinical Done,4,3.64,11467.34,33.9448,B,6,1,O,+,True,False,False
29180,Bernardo Gomes,84570196357,"Jardim Gomes, 62
Pongelupe
12579786 Porto / PE",2021-09-25,1233.5765,158.39,308.39,136.55,Uncovered,5,3.28,7809.98,30.2875,DD,5,1,B,+,False,True,False
17138,Felipe Barbosa,56047389139,"Vereda Bryan Monteiro, 729
Alto Vera Cruz
62976400 Novaes de Goiás / PI",2001-03-06,995.1791,98.79,248.79,112.89,Clinical Done,2,3.73,12304.49,34.782,,6,1,B,+,False,True,True
34818,Ryan Silva,58703926400,"Avenida Aragão, 2
Vila Satélite
29374161 Silveira / PA",2010-11-12,822.2685,55.57,205.57,136.55,Uncovered,7,2.81,3086.21,25.5637,X,4,1,AB,+,False,True,False
22564,Leandro Barros,47621593016,"Favela da Cruz, 92
Jardim Guanabara
62093-897 Almeida / BA",2005-01-12,416.8524,-45.79,104.21,136.55,Clinical Done,2,5.11,26157.95,48.6355,A,7,1,AB,+,False,True,False
62298,Lucca Costa,59678210312,"Vereda da Rosa, 14
Brasil Industrial
45295-566 Lima / RR",2021-08-09,805.6319,51.41,201.41,136.55,,9,4.33,18298.01,40.7755,CS,7,0,A,+,False,True,False
50920,Luiz Fernando Jesus,34528690160,"Viaduto Cauã Cavalcanti
Vila Dos Anjos
53718944 Pinto de Martins / DF",2017-10-06,881.7843,70.45,220.45,103.66,Covered,6,3.8,12980.44,35.4579,X,6,0,O,+,True,False,False
49836,Rafael Aragão,62893547109,"Jardim de Jesus
Alto Dos Pinheiros
51670858 Novaes / TO",2004-06-14,896.7165,74.18,224.18,136.55,Uncovered,7,3.15,6566.38,29.0439,,5,1,AB,+,False,True,False
96059,Maria Alice Oliveira,27519438619,"Estação Evelyn Silva, 437
Cruzeiro
25797-754 Barros de Gomes / AC",2008-11-25,808.0008,52.0,202.0,112.89,,7,4.35,18480.64,40.9581,DD,7,1,A,+,False,True,True
54218,Paulo Correia,83605724108,"Condomínio de da Conceição, 24
Das Industrias I
59699007 Gonçalves / RN",2014-11-28,1075.459,118.86,268.86,136.55,Uncovered,7,3.87,13677.71,36.1552,,6,1,O,+,False,True,False
8374,Sr. Fernando Viana,41568092342,"Rodovia Clarice Jesus, 461
Vila Da Paz
54528-520 Jesus de Rocha / RJ",2002-04-05,885.0583,71.26,221.26,136.55,Covered,4,3.58,10820.19,33.2977,,6,1,AB,-,False,True,False
1520,Valentina Caldeira,85327906400,"Avenida Thiago Freitas, 40
Céu Azul
36785-782 Silveira da Prata / MA",2012-06-27,978.1091,94.53,244.53,112.89,Clinical Done,5,4.95,24553.7,47.0312,A,7,0,,-,False,True,True
16868,Sr. Eduardo Costa,54213678008,"Vereda Igor Campos, 37
São Benedito
93326429 da Cruz das Pedras / RN",2015-04-12,1135.8143,133.95,283.95,103.66,Capsuled,3,3.5,10064.59,32.5421,X,6,0,,+,True,False,False
28251,Ana Vitória da Cunha,41082576930,"Distrito Joaquim da Luz, 6
Sport Club
45135800 Castro de Cardoso / BA",2004-05-26,828.9126,57.23,207.23,112.89,Covered,4,2.96,4578.63,27.0561,,4,0,O,+,False,True,True
57841,Guilherme Costela,90854217649,"Largo de Ribeiro, 1
Marajó
70925-192 Moura Paulista / RN",2023-05-17,939.9588,84.99,234.99,136.55,Clinical Done,3,3.3,8070.99,30.5485,DD,5,1,O,+,False,True,False
12565,Luigi Nunes,49078632500,"Aeroporto de Ribeiro, 490
Camargos
71675730 Lopes / TO",2018-07-21,1431.6299,207.91,357.91,136.55,,4,2.72,2208.79,24.6863,,4,0,O,+,False,True,False
21105,Vitor Gabriel Fogaça,75689304247,"Praia de Pires, 19
Vila Canto Do Sabiá
06700835 Lima do Norte / MS",2010-07-01,1174.8571,143.71,293.71,112.89,,7,2.71,2155.33,24.6328,X,4,1,AB,+,False,True,True
83768,Gabriel Souza,8192534723,"Viela Rezende, 205
Conjunto Capitão Eduardo
29835601 Nunes / BA",2017-11-06,741.2927,35.32,185.32,103.66,Uncovered,7,3.79,12956.72,35.4342,B,6,1,AB,-,True,False,False
40552,Lara Barros,67139458219,"Setor de Azevedo, 5
Alto Caiçaras
98934-760 Rodrigues / TO",2004-08-26,984.0518,96.01,246.01,136.55,Uncovered,6,4.04,15390.73,37.8682,CS,6,0,AB,+,False,True,False
74023,Giovanna Almeida,87503641975,"Trevo de Costela, 892
Funcionários
96896-263 Castro do Oeste / PI",2021-09-21,1112.8971,128.22,278.22,136.55,Capsuled,5,6.08,35813.2,58.2907,DD,8,1,AB,+,False,True,False
6429,Yago Costela,67985302492,"Favela Maria Cecília Cardoso, 37
Silveira
11974978 Viana / ES",2019-09-20,1246.6942,161.67,311.67,136.55,,3,4.4,19058.67,41.5362,X,7,0,AB,-,False,True,False
67248,Cauã Barros,42176308913,"Praia Fogaça, 7
Custodinha
84165687 Monteiro Paulista / BA",2009-06-09,1029.7973,107.45,257.45,103.66,Covered,7,3.28,7866.23,30.3437,,5,1,O,-,True,False,False
91145,Lucca Azevedo,13048756957,"Condomínio de Monteiro, 7
Coração Eucarístico
22645512 Souza / TO",2019-02-06,893.8836,73.47,223.47,103.66,Covered,2,2.59,963.31,23.4408,B,3,1,AB,-,True,False,False
23585,Srta. Maitê Santos,96472035199,"Fazenda Marcelo Monteiro, 8
São Damião
38462-922 Moreira de da Rosa / AM",2013-08-28,853.8947,63.47,213.47,136.55,Uncovered,5,3.17,6733.88,29.2114,B,5,1,B,+,False,True,False
75247,Gabrielly da Cruz,3756928438,"Parque de da Mota, 58
Luxemburgo
83088-447 Ferreira de Lopes / BA",2008-09-03,1129.0124,132.25,282.25,103.66,Uncovered,8,5.13,26324.55,48.8021,X,7,0,AB,+,True,False,False
68028,Sr. João Felipe Nogueira,85691402315,"Travessa de Silva, 23
Aparecida 7ª Seção
97150473 Fogaça / MS",2015-01-25,1062.6121,115.65,265.65,136.55,Uncovered,3,4.05,15516.2,37.9937,B,6,1,O,+,False,True,False
62168,Joana Jesus,71483625044,"Lago João Guilherme Novaes, 51
Vila São Rafael
58291-469 Rezende de Lopes / AM",2020-07-02,896.6704,74.17,224.17,136.55,Uncovered,6,3.16,6660.21,29.1377,A,5,0,AB,-,False,True,False
27959,Dr. Diogo Melo,56042791370,"Conjunto de Freitas, 9
Conjunto Califórnia I
99496-679 Oliveira / BA",2011-03-17,962.1857,90.55,240.55,103.66,Covered,6,3.11,6097.32,28.5748,,5,0,,+,True,False,False
68820,Ana Vitória Costela,63072948500,"Fazenda de Rezende, 24
Ernesto Nascimento
71752441 Gonçalves Grande / SC",2006-01-07,916.7604,79.19,229.19,103.66,,3,2.75,2481.32,24.9588,X,4,1,,+,True,False,False
43914,Agatha Nascimento,80271356995,"Setor Júlia Freitas, 40
Vista Alegre
33544-468 Novaes / ES",2017-02-04,1144.9315,136.23,286.23,136.55,Covered,3,2.7,1973.08,24.4506,X,4,1,O,-,False,True,False
4932,Miguel da Luz,84290675310,"Setor Ana Luiza Viana, 3
Vila Cemig
08667-114 Alves do Galho / SC",2013-01-02,862.0079,65.5,215.5,136.55,Clinical Done,7,2.58,787.25,23.2647,X,3,0,B,-,False,True,False
